id,genre,track_name,artist_name,album_name,album_cover,release_date,preview_link,spotify_link,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist_mood
64fByBHUaok0n9Si9AzFTo,comedy,Stonehenge,Eddie Izzard,Dress to Kill,https://i.scdn.co/image/ab67616d0000b273655822aa3f90de2b1530ce38,1998,https://p.scdn.co/mp3-preview/744d4dfbedbe45a4e52314c84f2ce21682018b5b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/64fByBHUaok0n9Si9AzFTo,0.908,0.525,0.327,0.0,0.72,-24.126,0.948,169.999,0.277,Sad
1ICf1jSEy2OaQEXFj1H5Lt,comedy,Hot Travel Tips,Todd Barry,Super Crazy,https://i.scdn.co/image/ab67616d0000b2734b6bf62aed11c5cf97a8defc,2012-07-24,,https://open.spotify.com/track/1ICf1jSEy2OaQEXFj1H5Lt,0.855,0.524,0.882,0.0,0.741,-12.317,0.913,123.973,0.321,Sad
1CKGB4kFQNGP2T2HXrZmov,comedy,Generic Food - GH Version,Chris Rock,Cheese And Crackers - The Greatest Bits,https://i.scdn.co/image/ab67616d0000b27311d81035f84f49c9ccd1314a,2007-01-01,,https://open.spotify.com/track/1CKGB4kFQNGP2T2HXrZmov,0.819,0.5,0.868,2.06e-06,0.712,-13.635,0.941,74.422,0.143,Sad
75VJonM927sxlOyE8cR8Qe,comedy,Romance,Anthony Jeselnik,Shakespeare,https://i.scdn.co/image/ab67616d0000b273760c2d4b5b604ea115a1671c,2010-09-20,,https://open.spotify.com/track/75VJonM927sxlOyE8cR8Qe,0.823,0.593,0.848,8.46e-06,0.662,-11.366,0.915,86.082,0.254,Sad
6j0wDeTV0WKmmIXoLvjSs7,comedy,American Wedding,Craig Ferguson,A Wee Bit O'Revolution,https://i.scdn.co/image/ab67616d0000b273406b175f9a4bdab33e737511,2009-03-24,,https://open.spotify.com/track/6j0wDeTV0WKmmIXoLvjSs7,0.838,0.562,0.828,0.0,0.698,-13.952,0.941,97.699,0.148,Sad
6tqamymSGRTstpBH0td6Rp,comedy,Getting into Shape,John Pinette,I'm Starvin',https://i.scdn.co/image/ab67616d0000b27342d3893a463bb47f542181e0,2008-01-29,,https://open.spotify.com/track/6tqamymSGRTstpBH0td6Rp,0.829,0.404,0.847,0.0,0.738,-19.665,0.931,80.717,0.0649,Sad
5deJ93GGaHYD1IjdG0T8Pz,comedy,Booze is Magic,Nick Swardson,"Seriously, Who Farted?",https://i.scdn.co/image/ab67616d0000b27357e6b22e60d13e2cfe9cc182,2009-10-13,,https://open.spotify.com/track/5deJ93GGaHYD1IjdG0T8Pz,0.756,0.508,0.882,0.0,0.875,-9.271,0.936,133.485,0.108,Sad
16svQmHL0I0F3LcE8EDPg9,comedy,Brooklyn,Nore Davis,Home Game,https://i.scdn.co/image/ab67616d0000b273be1253fdc71de91a46e81fda,2014-11-28,https://p.scdn.co/mp3-preview/6e6e5dffe249093bfb9693735959586c04009909?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/16svQmHL0I0F3LcE8EDPg9,0.898,0.602,0.475,0.0,0.553,-15.864,0.939,81.315,0.389,Sad
0azE3RmtC1P3Y6fRKJIDwY,comedy,Popular Phrases,Tig Notaro,Good One,https://i.scdn.co/image/ab67616d0000b273645f47d50c5131d284e38aff,2011-08-02,,https://open.spotify.com/track/0azE3RmtC1P3Y6fRKJIDwY,0.91,0.554,0.716,8.04e-05,0.71,-11.712,0.919,125.437,0.44,Sad
7pAmUliMHut9tBzTmUoOyK,comedy,My Name,Anjelah Johnson,That's How We Do It!,https://i.scdn.co/image/ab67616d0000b2735a63182df5f19258d7fdaf20,2009-12-22,https://p.scdn.co/mp3-preview/39dfa16a213af36ca154cef280524f2b26585b9e?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7pAmUliMHut9tBzTmUoOyK,0.837,0.421,0.904,3.37e-06,0.875,-11.517,0.932,58.815,0.05,Sad
7MmNNMNYKNjpCVAfYYjfNf,comedy,Door Deal,Mitch Hedberg,Do You Believe In Gosh?,https://i.scdn.co/image/ab67616d0000b2731b8c9952f0afbede2bbe324e,2008-09-09,,https://open.spotify.com/track/7MmNNMNYKNjpCVAfYYjfNf,0.913,0.396,0.94,7e-06,0.845,-12.283,0.95,90.722,0.101,Sad
23VLYIq2No1Poo1Wv6Vn0f,comedy,Meatloaf,Cameron Esposito,Grab Them Aghast,https://i.scdn.co/image/ab67616d0000b27304ecfef9a81429de79b74ad6,2010-03-12,https://p.scdn.co/mp3-preview/315b47686a3d418aefc7c85e67547e7a74fe87f2?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/23VLYIq2No1Poo1Wv6Vn0f,0.861,0.687,0.473,2.28e-06,0.552,-11.586,0.944,102.41,0.62,Sad
7aYCppYlgVzZMVXOZsJSSz,comedy,American Culture,Russell Peters,Outsourced (U.S. Version),https://i.scdn.co/image/ab67616d0000b27309079027a2030cb60af627ce,2006-08-28,https://p.scdn.co/mp3-preview/77657e4aba4225f9c7e976aef7638b2f22bb6e48?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7aYCppYlgVzZMVXOZsJSSz,0.812,0.672,0.463,0.0,0.416,-13.297,0.956,139.068,0.55,Sad
4l9aesWVNmBYvkB3dEI1We,comedy,Trick Or Treating,George Lopez,"It's Not Me, It's You",https://i.scdn.co/image/ab67616d0000b273f461e37e9615754ce60b350d,2012-09-25,,https://open.spotify.com/track/4l9aesWVNmBYvkB3dEI1We,0.854,0.464,0.982,5.33e-06,0.781,-7.155,0.882,116.019,0.0354,Sad
6W4V7BiQv7hcVFQxDPVi78,comedy,Weddings,Jim Gaffigan,Obsessed,https://i.scdn.co/image/ab67616d0000b273a5bd1d3342603eb2ddda81c8,2014-04-29,,https://open.spotify.com/track/6W4V7BiQv7hcVFQxDPVi78,0.83,0.487,0.981,0.0,0.714,-5.2,0.896,104.747,0.234,Sad
3o6DZhZlx6v7OA6ecImt9P,comedy,Hooked On Phonix - Live,Brian Regan,Brian Regan Live,https://i.scdn.co/image/ab67616d0000b27312883ee23b2760480164a081,1997-10-28,https://p.scdn.co/mp3-preview/3f199dcc5d6c52265436bb4bd657defab57653be?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3o6DZhZlx6v7OA6ecImt9P,0.807,0.446,0.543,1.12e-06,0.67,-15.884,0.938,177.395,0.351,Sad
1sMlXguBgXKArge6SoW9pE,comedy,Valentine's Day,Lewis Black,In God We Rust,https://i.scdn.co/image/ab67616d0000b273b6b377735a55bd6b64711b39,2012-09-10,,https://open.spotify.com/track/1sMlXguBgXKArge6SoW9pE,0.801,0.485,0.812,0.0,0.746,-8.053,0.91,170.015,0.0401,Sad
