id,genre,track_name,artist_name,album_name,album_cover,release_date,preview_link,spotify_link,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist_mood
0JDp7p99FSja52T0YBLupR,swedish,The botten is nådd,Timbuktu,The botten is nådd,https://i.scdn.co/image/ab67616d0000b27309d55e8e96bb2801a95a5011,2003-06-02,https://p.scdn.co/mp3-preview/fc41afa09e0db67458480771996f8b85361f1090?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0JDp7p99FSja52T0YBLupR,0.666,0.79,0.822,0.0,0.8,-7.464,0.17,100.024,0.857,Excited
3sTvZfSMUHsDUJXB2s84oI,swedish,Jag vill - Single Version,Magnus Uggla,Uggla Box,https://i.scdn.co/image/ab67616d0000b273b5233a35886ca3f3dcd9c06b,2008-07-01,,https://open.spotify.com/track/3sTvZfSMUHsDUJXB2s84oI,0.102,0.826,0.521,0.0,0.0943,-4.538,0.0501,118.089,0.87,Excited
3lSG8umxQMMhNVETFQXAUK,swedish,Högt över havet,Arja Saijonmaa,Allsångslåtar,https://i.scdn.co/image/ab67616d0000b273ccee07f52f9fca9610168588,2008-07-14,https://p.scdn.co/mp3-preview/1a1149a212de032edda0ce21bf5587df12d186f2?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3lSG8umxQMMhNVETFQXAUK,0.415,0.737,0.851,1.04e-06,0.221,-5.27,0.0288,116.066,0.953,Excited
0g9aXHGBpBtja5WAcXHXIJ,swedish,Lena Anthem,Lena Philipsson,Lena 20 år,https://i.scdn.co/image/ab67616d0000b2736d2d85a530ccec6218055d55,2007-11-07,https://p.scdn.co/mp3-preview/5cb14413048ddc49beb4705f3d0d8221537bfd75?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0g9aXHGBpBtja5WAcXHXIJ,0.00305,0.598,0.974,1.21e-06,0.247,-3.46,0.0295,134.829,0.874,Excited
4WH8TAIKPIZfZjkewpMmKD,swedish,1.000.000 Nollor,Kapten Röd,1.000.000 Nollor,https://i.scdn.co/image/ab67616d0000b273bb9907b1e30fe7d7f9428cf2,2010-12-10,,https://open.spotify.com/track/4WH8TAIKPIZfZjkewpMmKD,0.0945,0.785,0.699,0.0,0.126,-5.535,0.232,143.924,0.95,Excited
4kgp56W9TTeXcHesZmfyv7,swedish,Repa skivan,"Petter,AFC",X - Greatest Hits,https://i.scdn.co/image/ab67616d0000b273e4603b8368437c2b11009a87,2008-01-01,,https://open.spotify.com/track/4kgp56W9TTeXcHesZmfyv7,0.0966,0.777,0.71,0.0,0.444,-6.4,0.0875,110.96,0.839,Excited
7vLQJyvpreeFNGClv3zYy7,swedish,När mörkret faller,"Jacco,AKI",Vår betong,https://i.scdn.co/image/ab67616d0000b273044f26799c59e2284e60b94b,2009-01-01,,https://open.spotify.com/track/7vLQJyvpreeFNGClv3zYy7,0.0407,0.699,0.792,0.0,0.377,-4.762,0.0627,144.044,0.901,Excited
2DFi8rwHcVkTTgu7PULhtI,synth-pop,My Type,Saint Motel,My Type,https://i.scdn.co/image/ab67616d0000b2734c8d86fcf617d28a7c55818b,2014-06-17,https://p.scdn.co/mp3-preview/a0d6893b5e68493652f53461881b558f664c1b89?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2DFi8rwHcVkTTgu7PULhtI,0.0641,0.596,0.897,5.24e-05,0.0628,-2.94,0.0462,118.0,0.578,Excited
2qeESyQyH7MRHCBotCQsNq,synth-pop,Hungry Like the Wolf,Duran Duran,Greatest,https://i.scdn.co/image/ab67616d0000b273e3ba7064df5f6329146a8377,1998-11-09,https://p.scdn.co/mp3-preview/c2372f347ec7e93a30fcd5ca122b02f6281cd16b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2qeESyQyH7MRHCBotCQsNq,0.0252,0.664,0.888,0.0,0.216,-5.161,0.067,127.369,0.605,Excited
4Sfa7hdVkqlM8UW5LsSY3F,synth-pop,Take a Walk,Passion Pit,Gossamer,https://i.scdn.co/image/ab67616d0000b273f860547bc8ba0c59df4fe2c3,2012-07-23,https://p.scdn.co/mp3-preview/b3253297933f7280eff383893c0fa5b35212efb7?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F,0.0338,0.566,0.755,0.0,0.315,-5.526,0.0368,101.006,0.445,Excited
0jpjNHMrpvPhYP4yjx7xAV,synth-pop,Let Go for Tonight,Foxes,Glorious,https://i.scdn.co/image/ab67616d0000b273de42c33dc8dfb6a66dc0fff8,2014-06-23,https://p.scdn.co/mp3-preview/5c39bdd77c66ec26c4e9999f17250e5d13bbee3f?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0jpjNHMrpvPhYP4yjx7xAV,0.0429,0.543,0.808,1.64e-06,0.326,-6.615,0.0632,140.064,0.299,Excited
3GL12BAZFVQPcCOAgPaSsT,synth-pop,Shake It Out,Florence + The Machine,Ceremonials,https://i.scdn.co/image/ab67616d0000b2730d53ff3d5026a6cda3a75a65,2011-01-01,,https://open.spotify.com/track/3GL12BAZFVQPcCOAgPaSsT,0.00878,0.519,0.799,0.0,0.107,-4.207,0.0371,107.489,0.226,Excited
2WfaOiMkCvy7F5fcp2zZ8L,synth-pop,Take on Me,a-ha,Hunting High and Low,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,1985-06-01,https://p.scdn.co/mp3-preview/a342cf75ae57096bf3ec2f5bb9496fbe0c46a1e7?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,0.876,Excited
0mBkoM8r7KAQzZij5swTUL,synth-pop,Walking On A Dream,Empire of the Sun,Walking On A Dream,https://i.scdn.co/image/ab67616d0000b2731764a4e742fe4c69e4d16316,2009-02-23,,https://open.spotify.com/track/0mBkoM8r7KAQzZij5swTUL,0.245,0.87,0.699,6.76e-06,0.0588,-5.541,0.0459,126.967,0.726,Excited
6Z8R6UsFuGXGtiIxiD8ISb,synth-pop,Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27313c6cb6a81c8db4dbc8b9924,2013,,https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,117.956,0.766,Excited
6Qj1WXW41Mn3Fh9V2sHphM,synth-pop,On Top Of The World,Imagine Dragons,Night Visions,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,https://open.spotify.com/track/6Qj1WXW41Mn3Fh9V2sHphM,0.0893,0.635,0.926,4.53e-06,0.0928,-5.589,0.151,100.048,0.761,Excited
6EtKP3jSSSVZCcPfm3COXS,synth-pop,Dangerous,"Big Data,Joywave",Earth To Echo (Music From The Motion Picture),https://i.scdn.co/image/ab67616d0000b27388341bf9859fa2fb5811d301,2014-07-08,,https://open.spotify.com/track/6EtKP3jSSSVZCcPfm3COXS,0.00952,0.756,0.529,0.0115,0.0812,-6.027,0.0393,102.99,0.946,Excited
3AZTnuWAFCLEhz5NM1OrJE,synth-pop,Bulletproof,La Roux,Ultra Dance 12,https://i.scdn.co/image/ab67616d0000b273595b2a782909fc812ac56588,2011,,https://open.spotify.com/track/3AZTnuWAFCLEhz5NM1OrJE,0.0014,0.702,0.847,1.73e-05,0.138,-5.512,0.0493,126.792,0.42,Excited
5c7jkZ4daUcLIrKiyQGt8B,synth-pop,Heads Will Roll - A-Trak Radio Edit,"Yeah Yeah Yeahs,A-Trak",Heads Will Roll (A-Trak Remix),https://i.scdn.co/image/ab67616d0000b2732c61393ad93e7204397fb292,2009-12-08,,https://open.spotify.com/track/5c7jkZ4daUcLIrKiyQGt8B,0.0153,0.69,0.802,0.0651,0.316,-3.142,0.0796,132.014,0.864,Excited
3gbBpTdY8lnQwqxNCcf795,synth-pop,Pompeii,Bastille,Bad Blood,https://i.scdn.co/image/ab67616d0000b273258225089decfb3d5c3718d3,2013-01-01,,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795,0.0755,0.679,0.715,0.0,0.271,-6.383,0.0407,127.435,0.571,Excited
38tKqQuqodiUYOsw6HWyeQ,synth-pop,Break the Rules,Charli XCX,Break the Rules,https://i.scdn.co/image/ab67616d0000b2738a070c44536f74c776e36908,2014-08-19,https://p.scdn.co/mp3-preview/b9457ea97b1701e31a915d4fee8a2144082d21d0?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/38tKqQuqodiUYOsw6HWyeQ,0.0305,0.676,0.926,0.000658,0.0771,-2.244,0.0425,124.019,0.818,Excited
